Msg::1::78.7717::void  Msg() {
Mat_VarRead4::198::660.9827::                                ReadUInt8Data(mat, &tmp2, data_type, 1);
Mat_VarRead4::199::712.3686::                                ReadUInt8Data(mat, (mat_uint8_t*)complex_data->Im,
Mat_VarRead4::200::502.7281::                                    data_type, sparse->ndata);
Mat_VarRead4::201::633.6818::                                ReadUInt8Data(mat, &tmp2, data_type, 1);
Mat_VarRead4::202::328.4990::                                break;
Mat_VarRead4::203::260.5209::                            }
Mat_VarRead4::204::299.9499::                            default:
Mat_VarRead4::205::464.2537::                                free(complex_data->Re);
Mat_VarRead4::206::472.4893::                                free(complex_data->Im);
Mat_VarRead4::207::433.2243::                                free(complex_data);
Mat_VarRead4::208::421.7687::                                free(sparse->jc);
Mat_VarRead4::209::462.9574::                                free(sparse->ir);
Mat_VarRead4::210::444.8308::                                free(matvar->data);
Mat_VarRead4::211::439.2220::                                matvar->data = NULL;
Mat_VarRead4::212::627.8076::                                Mat_Critical("Mat_VarRead4: %d is not a supported data type for "
Mat_VarRead4::213::475.9159::                                    "extended sparse", data_type);
Mat_VarRead4::214::325.7050::                                return;
Mat_VarRead4::215::222.5403::                        }
Mat_VarRead4::216::67.2153::#else
Mat_VarRead4::217::479.5654::                        ReadDoubleData(mat, (double*)complex_data->Re,
Mat_VarRead4::218::406.8177::                            data_type, sparse->ndata);
Mat_VarRead4::219::490.3923::                        ReadDoubleData(mat, &tmp, data_type, 1);
Mat_VarRead4::220::515.8092::                        ReadDoubleData(mat, (double*)complex_data->Im,
Mat_VarRead4::221::413.8966::                            data_type, sparse->ndata);
Mat_VarRead4::222::502.1007::                        ReadDoubleData(mat, &tmp, data_type, 1);
Mat_VarRead4::223::55.2198::#endif
Mat_VarRead4::224::215.6343::                    }
Mat_VarRead4::225::235.5827::                    else {
Mat_VarRead4::226::389.5004::                        free(sparse->jc);
Mat_VarRead4::227::361.1391::                        free(sparse->ir);
Mat_VarRead4::228::361.3169::                        free(matvar->data);
Mat_VarRead4::229::354.3941::                        matvar->data = NULL;
Mat_VarRead4::230::521.2338::                        Mat_Critical("Couldn't allocate memory for the complex sparse data");
Mat_VarRead4::231::256.7753::                        return;
Mat_VarRead4::232::191.7929::                    }
Mat_VarRead4::233::195.3795::                } else {
Mat_VarRead4::234::547.7918::                    sparse->data = malloc(sparse->ndata*Mat_SizeOf(data_type));
Mat_VarRead4::235::348.5997::                    if ( sparse->data != NULL ) {
Mat_VarRead4::236::223.6673::#if defined(EXTENDED_SPARSE)
Mat_VarRead4::237::323.1237::                        switch ( data_type ) {
Mat_VarRead4::238::414.5202::                            case MAT_T_DOUBLE:
Mat_VarRead4::239::582.0159::                                ReadDoubleData(mat, (double*)sparse->data,
Mat_VarRead4::240::414.7238::                                    data_type, sparse->ndata);
Mat_VarRead4::241::693.3783::                                ReadDoubleData(mat, &tmp, data_type, 1);
Mat_VarRead4::242::355.6862::                                break;
Mat_VarRead4::243::439.3037::                            case MAT_T_SINGLE:
Mat_VarRead4::244::278.6820::                            {
Mat_VarRead4::245::394.2241::                                float tmp2;
Mat_VarRead4::246::624.7274::                                ReadSingleData(mat, (float*)sparse->data,
Mat_VarRead4::247::497.1742::                                    data_type, sparse->ndata);
Mat_VarRead4::248::603.9377::                                ReadSingleData(mat, &tmp2, data_type, 1);
Mat_VarRead4::249::342.9415::                                break;
Mat_VarRead4::250::279.6924::                            }
Mat_VarRead4::251::432.3303::                            case MAT_T_INT32:
Mat_VarRead4::252::289.2112::                            {
Mat_VarRead4::253::457.2874::                                mat_int32_t tmp2;
Mat_VarRead4::254::741.2382::                                ReadInt32Data(mat, (mat_int32_t*)sparse->data,
Mat_VarRead4::255::519.3647::                                    data_type, sparse->ndata);
Mat_VarRead4::256::624.3105::                                ReadInt32Data(mat, &tmp2, data_type, 1);
Mat_VarRead4::257::335.4586::                                break;
Mat_VarRead4::258::272.8719::                            }
Mat_VarRead4::259::404.0476::                            case MAT_T_INT16:
Mat_VarRead4::260::272.8272::                            {
Mat_VarRead4::261::445.9392::                                mat_int16_t tmp2;
Mat_VarRead4::262::674.1596::                                ReadInt16Data(mat, (mat_int16_t*)sparse->data,
Mat_VarRead4::263::507.5602::                                    data_type, sparse->ndata);
Mat_VarRead4::264::642.5646::                                ReadInt16Data(mat, &tmp2, data_type, 1);
Mat_VarRead4::265::306.0996::                                break;
Mat_VarRead4::266::304.5894::                            }
Mat_VarRead4::267::454.8431::                            case MAT_T_UINT16:
Mat_VarRead4::268::283.5494::                            {
Mat_VarRead4::269::487.6098::                                mat_uint16_t tmp2;
Mat_VarRead4::270::717.4744::                                ReadUInt16Data(mat, (mat_uint16_t*)sparse->data,
Mat_VarRead4::271::500.7062::                                    data_type, sparse->ndata);
Mat_VarRead4::272::621.4734::                                ReadUInt16Data(mat, &tmp2, data_type, 1);
Mat_VarRead4::273::332.6165::                                break;
Mat_VarRead4::274::272.7121::                            }
Mat_VarRead4::275::424.5337::                            case MAT_T_UINT8:
Mat_VarRead4::276::284.2097::                            {
Mat_VarRead4::277::499.4669::                                mat_uint8_t tmp2;
Mat_VarRead4::278::700.3740::                                ReadUInt8Data(mat, (mat_uint8_t*)sparse->data,
Mat_VarRead4::279::565.2682::                                    data_type, sparse->ndata);
Mat_VarRead4::280::694.9910::                                ReadUInt8Data(mat, &tmp2, data_type, 1);
Mat_VarRead4::281::352.2873::                                break;
Mat_VarRead4::282::271.3129::                            }
Mat_VarRead4::283::308.3685::                            default:
Mat_VarRead4::284::454.0514::                                free(sparse->data);
Mat_VarRead4::285::452.1309::                                free(sparse->jc);
Mat_VarRead4::286::431.8560::                                free(sparse->ir);
Mat_VarRead4::287::452.6779::                                free(matvar->data);
Mat_VarRead4::288::459.6331::                                matvar->data = NULL;
Mat_VarRead4::289::699.5510::                                Mat_Critical("Mat_VarRead4: %d is not a supported data type for "
Mat_VarRead4::290::512.6520::                                    "extended sparse", data_type);
Mat_VarRead4::291::260.2367::                                return;
Mat_VarRead4::292::238.8126::                        }
Mat_VarRead4::293::76.5198::#else
Mat_VarRead4::294::660.9600::                        ReadDoubleData(mat, (double*)sparse->data, data_type, sparse->ndata);
Mat_VarRead4::295::482.0880::                        ReadDoubleData(mat, &tmp, data_type, 1);
Mat_VarRead4::296::83.2335::#endif
Mat_VarRead4::297::223.5261::                    } else {
Mat_VarRead4::298::350.9002::                        free(sparse->jc);
Mat_VarRead4::299::348.4407::                        free(sparse->ir);
Mat_VarRead4::300::346.3043::                        free(matvar->data);
Mat_VarRead4::301::346.7385::                        matvar->data = NULL;
Mat_VarRead4::302::462.9625::                        Mat_Critical("Couldn't allocate memory for the sparse data");
Mat_VarRead4::303::252.0729::                        return;
Mat_VarRead4::304::192.7963::                    }
Mat_VarRead4::305::159.2892::                }
Mat_VarRead4::306::196.0429::                break;
Mat_VarRead4::307::130.9727::            }
Mat_VarRead4::308::151.0783::            else {
Mat_VarRead4::309::421.9179::                Mat_Critical("Couldn't allocate memory for the data");
Mat_VarRead4::310::198.8220::                return;
Mat_VarRead4::311::124.6421::            }
Mat_VarRead4::312::124.1443::        default:
Mat_VarRead4::313::323.2335::            Mat_Critical("MAT V4 data type error");
Mat_VarRead4::314::45.3737::            return;
Mat_VarReadDataLinear4::1::31.4490::int
Mat_VarReadDataLinear4::2::447.3226::Mat_VarReadDataLinear4(mat_t *mat,matvar_t *matvar,void *data,int start,
Mat_VarReadDataLinear4::3::261.8010::                       int stride,int edge)
Mat_VarReadDataLinear4::4::34.0623::{
Mat_VarReadDataLinear4::5::109.9140::    int err = 0;
Mat_VarReadDataLinear4::6::145.8509::    size_t nelems = 1;
Mat_VarReadDataLinear4::7::235.4167::    err = SafeMulDims(matvar, &nelems);
Mat_VarReadDataLinear4::8::409.2633::    (void)fseek((FILE*)mat->fp,matvar->internal->datapos,SEEK_SET);
Mat_VarReadDataLinear4::9::277.6493::    matvar->data_size = Mat_SizeOf(matvar->data_type);
Mat_VarReadDataLinear4::10::95.2784::        Expand All
Mat_VarReadDataLinear4::11::567.3151::    @@ -702,14 +726,18 @@ Mat_VarReadDataLinear4(mat_t *mat,matvar_t *matvar,void *data,int start,
Mat_VarReadDataLinear4::12::346.3246::    if ( (size_t)stride*(edge-1)+start+1 > nelems ) {
Mat_VarReadDataLinear4::13::111.8154::        return 1;
Mat_VarReadDataLinear4::14::52.2849::    }
Mat_VarReadDataLinear4::15::171.4115::    if ( matvar->isComplex ) {
Mat_VarReadDataLinear4::16::390.0512::            mat_complex_split_t *complex_data = (mat_complex_split_t*)data;
Mat_VarReadDataLinear4::17::285.7735::            long nbytes = nelems*matvar->data_size;
Mat_VarReadDataLinear4::18::382.6217::            ReadDataSlab1(mat,complex_data->Re,matvar->class_type,
Mat_VarReadDataLinear4::19::405.0244::                          matvar->data_type,start,stride,edge);
Mat_VarReadDataLinear4::20::539.1183::            (void)fseek((FILE*)mat->fp,matvar->internal->datapos+nbytes,SEEK_SET);
Mat_VarReadDataLinear4::21::395.1946::            ReadDataSlab1(mat,complex_data->Im,matvar->class_type,
Mat_VarReadDataLinear4::22::299.1737::                          matvar->data_type,start,stride,edge);
Mat_VarReadDataLinear4::24::453.9275::        ReadDataSlab1(mat,data,matvar->class_type,matvar->data_type,start,
Mat_VarReadDataLinear4::25::237.4454::                      stride,edge);
Mat_VarReadDataLinear4::26::95.8304::        Expand All
Mat_VarReadDataLinear4::27::367.3592::    @@ -732,7 +760,7 @@ Mat_VarReadNextInfo4(mat_t *mat)
Mat_VarReadDataLinear4::28::47.1983::    }
Mat_VarReadDataLinear4::29::74.5655::    return err;
Mat_VarReadDataLinear4::30::10.6771::}
if::1::82.7826::matvar_t *
if::2::213.0768::Mat_VarReadNextInfo4(mat_t *mat)
if::3::34.2673::{
if::4::260.5422::    int       M,O,data_type,class_type;
if::5::149.9104::    mat_int32_t tmp;
if::6::128.3483::    long      nBytes;
if::7::123.5807::    size_t    err;
if::8::177.8024::    matvar_t *matvar = NULL;
if::9::63.4277::    union {
if::10::171.8316::        mat_uint32_t u;
if::11::198.7434::        mat_uint8_t  c[4];
if::12::91.0023::    } endian;
if::13::206.8588::    if ( mat == NULL || mat->fp == NULL )
if::14::115.1451::        return NULL;
if::15::247.1272::    else if ( NULL == (matvar = Mat_VarCalloc()) )
if::16::114.5288::        return NULL;
if::17::332.9434::    err = fread(&tmp,sizeof(int),1,(FILE*)mat->fp);
if::18::112.5628::    if ( !err ) {
if::19::178.6515::        Mat_VarFree(matvar);
if::20::114.3551::        return NULL;
if::21::50.9397::    }
if::22::175.1432::    endian.u = 0x01020304;
if::23::194.8381::    /* See if MOPT may need byteswapping */
if::24::185.5884::    if ( tmp < 0 || tmp > 4052 ) {
if::25::275.4424::        if ( Mat_int32Swap(&tmp) > 4052 ) {
if::26::205.6530::            Mat_VarFree(matvar);
if::27::150.0681::            return NULL;
if::28::80.2889::        }
if::29::50.9992::    }
if::30::222.4533::    M = (int)floor(tmp / 1000.0);
if::31::133.2051::    tmp -= M*1000;
if::32::221.7240::    O = (int)floor(tmp / 100.0);
if::33::131.8881::    tmp -= O*100;
if::34::242.8692::    data_type = (int)floor(tmp / 10.0);
if::35::152.9523::    tmp -= data_type*10;
if::36::253.2979::    class_type = (int)floor(tmp / 1.0);
if::37::104.2055::    switch ( M ) {
if::38::40.1515::        case 0:
if::40::394.7501::            mat->byteswap = (endian.c[0] != 4);
if::41::145.4742::            break;
if::42::124.3924::        case 1:
if::43::224.3670::            /* IEEE big endian */
if::44::370.1320::            mat->byteswap = (endian.c[0] != 1);
if::45::138.3637::            break;
if::46::105.4336::        default:
if::47::269.0718::            /* VAX, Cray, or bogus */
if::48::221.4964::            Mat_VarFree(matvar);
if::49::161.0317::            return NULL;
if::50::54.6166::    }
if::51::151.8371::    /* O must be zero */
if::52::140.7154::    if ( 0 != O ) {
if::53::195.3311::        Mat_VarFree(matvar);
if::54::128.9214::        return NULL;
if::55::55.4600::    }
if::56::169.7312::    /* Convert the V4 data type */
if::57::129.9432::    switch ( data_type ) {
if::58::118.5931::        case 0:
if::59::310.2833::            matvar->data_type = MAT_T_DOUBLE;
if::60::133.6358::            break;
if::61::118.6267::        case 1:
if::62::324.5421::            matvar->data_type = MAT_T_SINGLE;
if::63::137.7149::            break;
if::64::120.3841::        case 2:
if::65::319.1383::            matvar->data_type = MAT_T_INT32;
if::66::141.7093::            break;
if::67::127.8271::        case 3:
if::68::319.4149::            matvar->data_type = MAT_T_INT16;
if::69::138.9432::            break;
if::70::123.7219::        case 4:
if::71::337.9001::            matvar->data_type = MAT_T_UINT16;
if::72::20.9344::            break;
if::74::345.9530::            matvar->data_type = MAT_T_UINT8;
if::75::145.5572::            break;
if::76::110.3395::        default:
if::77::229.9753::            Mat_VarFree(matvar);
if::78::163.5395::            return NULL;
if::79::56.9281::    }
if::80::135.8995::    switch ( class_type ) {
if::81::117.1783::        case 0:
if::82::310.8554::            matvar->class_type = MAT_C_DOUBLE;
if::83::132.7814::            break;
if::84::114.2651::        case 1:
if::85::286.4867::            matvar->class_type = MAT_C_CHAR;
if::86::137.3655::            break;
if::87::115.6704::        case 2:
if::88::304.3157::            matvar->class_type = MAT_C_SPARSE;
if::89::134.4317::            break;
if::90::101.4827::        default:
if::91::217.7763::            Mat_VarFree(matvar);
if::92::153.4673::            return NULL;
if::93::50.8946::    }
if::94::142.0137::    matvar->rank = 2;
if::95::401.2016::    matvar->dims = (size_t*)malloc(2*sizeof(*matvar->dims));
if::96::197.7823::    if ( NULL == matvar->dims ) {
if::97::189.8221::        Mat_VarFree(matvar);
if::98::125.9237::        return NULL;
if::99::55.0163::    }
if::100::375.4151::    err = fread(&tmp,sizeof(int),1,(FILE*)mat->fp);
if::101::151.7078::    if ( mat->byteswap )
if::102::207.4257::        Mat_int32Swap(&tmp);
if::103::204.6456::    matvar->dims[0] = tmp;
if::104::121.1133::    if ( !err ) {
if::105::196.1901::        Mat_VarFree(matvar);
if::106::134.1369::        return NULL;
if::107::55.9394::    }
if::108::58.0930::    err = fread(&tmp,sizeof(int),1,(FILE*)mat->fp);
if::110::206.9026::        Mat_int32Swap(&tmp);
if::111::197.2340::    matvar->dims[1] = tmp;
if::112::119.8304::    if ( !err ) {
if::113::179.3421::        Mat_VarFree(matvar);
if::114::116.7641::        return NULL;
if::115::50.6337::    }
if::116::425.4702::    err = fread(&(matvar->isComplex),sizeof(int),1,(FILE*)mat->fp);
if::117::111.2234::    if ( !err ) {
if::118::175.4004::        Mat_VarFree(matvar);
if::119::113.1642::        return NULL;
if::120::49.7072::    }
if::121::323.9402::    if ( matvar->isComplex && MAT_C_CHAR == matvar->class_type ) {
if::122::175.1054::        Mat_VarFree(matvar);
if::123::110.7427::        return NULL;
if::124::51.8266::    }
if::125::331.5430::    err = fread(&tmp,sizeof(int),1,(FILE*)mat->fp);
if::126::112.0760::    if ( !err ) {
if::127::176.3641::        Mat_VarFree(matvar);
if::128::114.4368::        return NULL;
if::129::49.8124::    }
if::130::138.1115::    if ( mat->byteswap )
if::131::183.0381::        Mat_int32Swap(&tmp);
if::132::231.3714::    /* Check that the length of the variable name is at least 1 */
if::133::120.9866::    if ( tmp < 1 ) {
if::134::176.9072::        Mat_VarFree(matvar);
if::135::115.2323::        return NULL;
if::136::51.9524::    }
if::137::221.0357::    matvar->name = (char*)malloc(tmp);
if::138::181.1328::    if ( NULL == matvar->name ) {
if::139::177.5554::        Mat_VarFree(matvar);
if::140::119.3981::        return NULL;
if::141::51.0937::    }
if::142::342.0124::    err = fread(matvar->name,1,tmp,(FILE*)mat->fp);
if::143::115.6839::    if ( !err ) {
if::144::178.6436::        Mat_VarFree(matvar);
if::145::120.8710::        return NULL;
if::146::52.7020::    }
if::147::222.8601::    matvar->internal->datapos = ftell((FILE*)mat->fp);
if::149::203.9509::        Mat_VarFree(matvar);
if::150::250.0075::        Mat_Critical("Couldn't determine file position");
if::151::129.5263::        return NULL;
if::152::54.2702::    }
if::153::55.5083::    {
if::154::303.3484::        size_t tmp2 = Mat_SizeOf(matvar->data_type);
if::155::193.5188::        if ( matvar->isComplex )
if::156::184.7109::            tmp2 *= 2;
if::157::238.2308::        SafeMulDims(matvar, &tmp2);
if::158::177.0754::        nBytes = (long)tmp2;
if::159::49.7091::    }
if::160::311.7655::    (void)fseek((FILE*)mat->fp,nBytes,SEEK_CUR);
if::161::87.2874::    return matvar;
if::162::11.1894::}
if::1::322.2353::CJSON_PUBLIC(void) cJSON_Minify(char *json)
if::2::39.2771::{
if::3::232.0700::    unsigned char *into = (unsigned char*)json;
if::4::146.3107::    if (json == NULL)
if::5::57.0704::    {
if::6::106.6849::        return;
if::7::54.9454::    }
if::8::115.2033::    while (*json)
if::9::56.1261::    {
if::10::188.5577::        if (*json == ' ')
if::11::83.6685::        {
if::12::132.7150::            json++;
if::13::82.6395::        }
if::14::167.1999::        else if (*json == '	')
if::15::38.2801::        {
if::16::83.6160::            /* Whitespace characters. */
if::17::199.8293::            json++;
if::18::135.7031::        }
if::19::85.0975::        else if (*json == '
if::20::171.5737::')
if::21::36.5556::        {
if::22::84.6730::            json++;
if::23::135.3761::        }
if::24::83.8881::        else if (*json=='
if::25::167.2239::')
if::26::36.7205::        {
if::27::85.0847::            json++;
if::28::131.7036::        }
if::29::81.6726::        else if ((*json == '/') && (json[1] == '/'))
if::30::347.0239::        {
if::31::83.5429::            /* double-slash comments, to end of line. */
if::32::302.7748::            while (*json && (*json != '
if::33::243.8824::'))
if::34::50.4993::            {
if::35::117.0489::                json++;
if::36::172.1902::            }
if::37::112.0713::        }
if::38::84.6873::        else if ((*json == '/') && (json[1] == '*'))
if::39::389.3181::        {
if::40::84.8474::            /* multiline comments. */
if::41::220.4811::            while (*json && !((*json == '*') && (json[1] == '/')))
if::42::423.2523::            {
if::44::127.0342::            }
if::45::201.6686::            json += 2;
if::46::93.7979::        }
if::47::236.6642::        else if (*json == '"')
if::48::91.0258::        {
if::49::324.7080::            /* string literals, which are " sensitive. */
if::50::290.0701::            *into++ = (unsigned char)*json++;
if::51::306.5750::            while (*json && (*json != '"'))
if::52::118.9846::            {
if::53::262.7388::                if (*json == '\')
if::54::154.7565::                {
if::55::356.4331::                    *into++ = (unsigned char)*json++;
if::56::150.4630::                }
if::57::318.6006::                *into++ = (unsigned char)*json++;
if::58::117.4719::            }
if::59::279.0612::            *into++ = (unsigned char)*json++;
if::60::85.9638::        }
if::61::86.4045::        else
if::62::86.7008::        {
if::63::212.5977::            /* All other characters. */
if::64::269.2058::            *into++ = (unsigned char)*json++;
if::65::81.4925::        }
if::66::54.0409::    }
if::67::173.6325::    /* and null-terminate. */
if::68::75.6026::    *into = '
size_ready::1::381.9128::int zmq::v2_decoder_t::eight_byte_size_ready (unsigned char const *read_from_)
size_ready::2::31.5785::{
size_ready::3::211.3264::    //  The payload size is encoded as 64-bit unsigned integer.
size_ready::4::152.7328::    //  The most significant byte comes first.
size_ready::5::231.3189::    const uint64_t msg_size = get_uint64 (_tmpbuf);
size_ready::6::182.4980::    return size_ready (msg_size, read_from_);
size_ready::7::9.8142::}
copyaudiodata::1::284.6128::bool copyaudiodata (AFfilehandle infile, AFfilehandle outfile, int trackid)
copyaudiodata::2::30.0729::{
copyaudiodata::3::238.5970::	int frameSize = afGetVirtualFrameSize(infile, trackid, 1);
copyaudiodata::4::130.1811::	const int kBufferFrameCount = 65536;
copyaudiodata::5::184.7896::	void *buffer = malloc(kBufferFrameCount * frameSize);
copyaudiodata::6::275.3487::	AFframecount totalFrames = afGetFrameCount(infile, AF_DEFAULT_TRACK);
copyaudiodata::7::122.6648::	AFframecount totalFramesWritten = 0;
copyaudiodata::8::75.6288::	bool success = true;
copyaudiodata::9::126.7215::	while (totalFramesWritten < totalFrames)
copyaudiodata::10::27.9208::	{
copyaudiodata::11::181.7686::		AFframecount framesToRead = totalFrames - totalFramesWritten;
copyaudiodata::12::136.4542::		if (framesToRead > kBufferFrameCount)
copyaudiodata::13::118.2008::			framesToRead = kBufferFrameCount;
copyaudiodata::14::226.6620::		AFframecount framesRead = afReadFrames(infile, trackid, buffer,
copyaudiodata::15::62.5674::			framesToRead);
copyaudiodata::16::113.0065::		if (framesRead < framesToRead)
copyaudiodata::17::29.2043::		{
copyaudiodata::18::195.1022::			fprintf(stderr, "Bad read of audio track data.
copyaudiodata::19::31.1796::");
copyaudiodata::20::64.5948::			success = false;
copyaudiodata::21::42.0088::			break;
copyaudiodata::22::27.0273::		}
copyaudiodata::23::226.9536::		AFframecount framesWritten = afWriteFrames(outfile, trackid, buffer,
copyaudiodata::24::55.4625::			framesRead);
copyaudiodata::25::103.5812::		if (framesWritten < framesRead)
copyaudiodata::26::26.4262::		{
copyaudiodata::27::179.3987::			fprintf(stderr, "Bad write of audio track data.
copyaudiodata::28::29.9321::");
copyaudiodata::29::60.1028::			success = false;
copyaudiodata::30::40.8406::			break;
copyaudiodata::31::27.0010::		}
copyaudiodata::32::100.7860::		totalFramesWritten += framesWritten;
copyaudiodata::33::24.4860::	}
copyaudiodata::34::61.2590::	free(buffer);
copyaudiodata::35::48.7434::	return success;
copyaudiodata::36::9.0117::}
cJSON_Delete::1::282.5181::static const char *parse_string(cJSON *item,const char *str,const char **ep)
cJSON_Delete::2::28.9976::{
cJSON_Delete::3::485.9458::	const char *ptr=str+1,*end_ptr=str+1;char *ptr2;char *out;int len=0;unsigned uc,uc2;
cJSON_Delete::4::201.4192::	if (*str!='"') {*ep=str;return 0;}	/* not a string! */
cJSON_Delete::5::86.7799::	while (*end_ptr!='"' && *end_ptr && ++len) if (*end_ptr++ == '\') end_ptr++;	/* Skip escaped quotes. */
cJSON_Delete::6::376.8229::	out=(char*)cJSON_malloc(len+1);	/* This is how long we need for the string, roughly. */
cJSON_Delete::7::90.9543::	if (!out) return 0;
cJSON_Delete::8::171.4028::	item->valuestring=out; /* assign here so out will be deleted during cJSON_Delete() later */
cJSON_Delete::9::186.5493::	item->type=cJSON_String;
cJSON_Delete::10::101.7077::	ptr=str+1;ptr2=out;
cJSON_Delete::11::302.4255::	while (ptr < end_ptr)
cJSON_Delete::12::109.3946::	{
cJSON_Delete::13::144.9393::		if (*ptr!='\') *ptr2++=*ptr++;
cJSON_Delete::14::106.6135::		else
cJSON_Delete::15::28.6032::		{
cJSON_Delete::16::208.7906::			ptr++;
cJSON_Delete::17::29.1302::			switch (*ptr)
cJSON_Delete::18::26.4860::			{
cJSON_Delete::19::43.5640::				case 'b': *ptr2++='';	break;
cJSON_Delete::20::71.5969::				case 'f': *ptr2++='';	break;
cJSON_Delete::21::26.7904::				case 'n': *ptr2++='
cJSON_Delete::22::141.4434::';	break;
cJSON_Delete::23::42.1605::				case 'r': *ptr2++='
cJSON_Delete::24::137.2336::';	break;
cJSON_Delete::25::42.8983::				case 't': *ptr2++='	';	break;
cJSON_Delete::26::116.8462::				case 'u':	 /* transcode utf16 to utf8. */
cJSON_Delete::27::25.0465::					uc=parse_hex4(ptr+1);ptr+=4;	/* get the unicode char. */
cJSON_Delete::28::41.2523::					if (ptr >= end_ptr) {*ep=str;return 0;}	/* invalid */
cJSON_Delete::29::117.5926::					if ((uc>=0xDC00 && uc<=0xDFFF) || uc==0)    {*ep=str;return 0;}	/* check for invalid.   */
cJSON_Delete::30::25.2477::					if (uc>=0xD800 && uc<=0xDBFF)	/* UTF16 surrogate pairs.	*/
cJSON_Delete::31::42.4394::					{
cJSON_Delete::32::110.3176::						if (ptr+6 > end_ptr)    {*ep=str;return 0;}	/* invalid */
cJSON_Delete::33::25.1760::						if (ptr[1]!='\' || ptr[2]!='u')    {*ep=str;return 0;}	/* missing second-half of surrogate.    */
cJSON_Delete::34::42.5085::						uc2=parse_hex4(ptr+3);ptr+=6;
cJSON_Delete::35::54.8107::						if (uc2<0xDC00 || uc2>0xDFFF)       {*ep=str;return 0;}	/* invalid second-half of surrogate.    */
cJSON_Delete::36::161.5599::						uc=0x10000 + (((uc&0x3FF)<<10) | (uc2&0x3FF));
cJSON_Delete::37::196.1153::					}
cJSON_Delete::38::113.2796::					len=4;if (uc<0x80) len=1;else if (uc<0x800) len=2;else if (uc<0x10000) len=3; ptr2+=len;
cJSON_Delete::39::209.3136::					switch (len) {
cJSON_Delete::40::60.4261::						case 4: *--ptr2 =((uc | 0x80) & 0xBF); uc >>= 6;
cJSON_Delete::41::442.7539::						case 3: *--ptr2 =((uc | 0x80) & 0xBF); uc >>= 6;
cJSON_Delete::42::110.5376::						case 2: *--ptr2 =((uc | 0x80) & 0xBF); uc >>= 6;
cJSON_Delete::31::30.4569::					{
cJSON_Delete::32::274.6103::						if (ptr+6 > end_ptr)    {*ep=str;return 0;}	/* invalid */
cJSON_Delete::33::61.7635::						if (ptr[1]!='\' || ptr[2]!='u')    {*ep=str;return 0;}	/* missing second-half of surrogate.    */
cJSON_Delete::34::368.1750::						uc2=parse_hex4(ptr+3);ptr+=6;
cJSON_Delete::35::149.8406::						if (uc2<0xDC00 || uc2>0xDFFF)       {*ep=str;return 0;}	/* invalid second-half of surrogate.    */
cJSON_Delete::36::216.1988::						uc=0x10000 + (((uc&0x3FF)<<10) | (uc2&0x3FF));
cJSON_Delete::37::374.0592::					}
cJSON_Delete::38::151.8684::					len=4;if (uc<0x80) len=1;else if (uc<0x800) len=2;else if (uc<0x10000) len=3; ptr2+=len;
cJSON_Delete::39::352.0890::					switch (len) {
cJSON_Delete::40::27.9030::						case 4: *--ptr2 =((uc | 0x80) & 0xBF); uc >>= 6;
cJSON_Delete::41::590.2666::						case 3: *--ptr2 =((uc | 0x80) & 0xBF); uc >>= 6;
cJSON_Delete::42::74.3169::						case 2: *--ptr2 =((uc | 0x80) & 0xBF); uc >>= 6;
cJSON_Delete::43::325.4438::						case 1: *--ptr2 =(uc | firstByteMark[len]);
cJSON_Delete::44::319.6438::					}
cJSON_Delete::45::328.9382::					ptr2+=len;
cJSON_Delete::46::223.0806::					break;
cJSON_Delete::47::27.8482::				default:  *ptr2++=*ptr; break;
cJSON_Delete::48::81.7632::			}
cJSON_Delete::49::45.1560::			ptr++;
cJSON_Delete::50::182.0622::		}
cJSON_Delete::51::28.7496::	}
cJSON_Delete::52::45.3907::	*ptr2=0;
cJSON_Delete::53::29.3024::	if (*ptr=='"') ptr++;
cJSON_Delete::54::27.2640::	return ptr;
cJSON_Delete::55::89.4891::}
Msg::1:78.77165222167969
	MessageBoxA(NULL, "嘿嘿！", "堆栈溢出测试", 0);
Msg::2:408.1647644042969
}
Msg::1:78.77165222167969
	MessageBoxA(NULL, "嘿嘿！", "堆栈溢出测试", 0);
Msg::2:408.1647644042969
}
Msg::1:78.77165222167969
	MessageBoxA(NULL, "嘿嘿！", "堆栈溢出测试", 0);
Msg::2:408.1647644042969
}
Msg::1::78.7717::void  Msg() {
Msg::2::408.1648::	MessageBoxA(NULL, "嘿嘿！", "堆栈溢出测试", 0);
Msg::3::10.4084::}
Add::1::139.8650::int  Add(int a, int b) {
Add::2::95.6055::	int* p = &a;
Add::3::150.6759::	*(p-1) = (int)Msg;
Add::4::69.2367::	return a + b;
Add::5::10.2770::}
main::1::54.6297::void main() {
main::2::138.8641::	printf("%d", Add(1, 2));
main::3::59.6045::	system("pause");
main::4::35.3849::	return;
main::5::10.1404::}
derive_spatial_luma_vector_prediction::1::230.1341::// 8.5.3.1.6
derive_spatial_luma_vector_prediction::2::431.3482::void derive_spatial_luma_vector_prediction(base_context* ctx,
derive_spatial_luma_vector_prediction::3::493.5695::                                           de265_image* img,
derive_spatial_luma_vector_prediction::4::531.9108::                                           const slice_segment_header* shdr,
derive_spatial_luma_vector_prediction::5::689.5804::                                           int xC,int yC,int nCS,int xP,int yP,
derive_spatial_luma_vector_prediction::6::594.9593::                                           int nPbW,int nPbH, int X,
